ticker,signal,date,rsi,fwd_5d,fwd_10d,fwd_22d,hit_5d,hit_10d,hit_22d
476760.KS,RSI 70 돌파(과매수),2025-10-21,70.8,0.97,-0.75,-0.17,False,True,True
476760.KS,RSI 70 돌파(과매수),2026-06-05,72.6,-0.97,,,True,False,False
476760.KS,RSI 80 돌파(극단 과매수),2024-08-05,81.2,-3.35,-4.78,-2.82,True,True,True
AAPL,RSI 70 돌파(과매수),2021-09-07,70.8,-5.47,-8.46,-8.55,True,True,True
AAPL,RSI 70 돌파(과매수),2021-11-18,71.5,-0.67,2.51,9.58,True,False,False
AAPL,RSI 70 돌파(과매수),2021-11-30,71.4,3.56,5.46,7.42,False,False,False
AAPL,RSI 70 돌파(과매수),2021-12-07,73.2,1.84,1.06,0.58,False,False,False
AAPL,RSI 70 돌파(과매수),2021-12-15,71.9,-2.04,-0.61,-5.3,True,True,True
AAPL,RSI 70 돌파(과매수),2022-07-29,70.2,1.89,6.05,-2.08,False,False,True
AAPL,RSI 70 돌파(과매수),2022-08-03,70.8,2.01,5.21,-6.08,False,False,True
AAPL,RSI 70 돌파(과매수),2022-08-10,73.1,3.14,-1.01,-3.43,False,True,True
AAPL,RSI 70 돌파(과매수),2023-02-02,70.8,0.03,2.07,0.67,False,False,False
AAPL,RSI 70 돌파(과매수),2023-02-07,70.7,-0.79,-3.56,-3.83,True,True,True
AAPL,RSI 70 돌파(과매수),2023-04-03,71.2,-3.23,0.18,-0.23,True,False,True
AAPL,RSI 70 돌파(과매수),2023-06-01,71.7,0.27,3.29,6.24,False,False,False
AAPL,RSI 70 돌파(과매수),2023-06-12,72.0,0.66,2.32,3.75,False,False,False
AAPL,RSI 70 돌파(과매수),2023-06-22,71.3,1.39,1.97,3.54,False,False,False
AAPL,RSI 70 돌파(과매수),2023-06-28,71.5,1.35,0.68,3.8,False,False,False
AAPL,RSI 70 돌파(과매수),2023-07-19,70.2,-0.31,-1.29,-10.44,True,True,True
AAPL,RSI 70 돌파(과매수),2023-11-16,71.2,0.14,0.81,3.81,False,False,False
AAPL,RSI 70 돌파(과매수),2023-12-08,70.1,0.95,-1.08,-5.17,False,True,True
AAPL,RSI 70 돌파(과매수),2024-05-15,71.3,0.62,0.83,14.21,False,False,False
AAPL,RSI 70 돌파(과매수),2024-06-04,70.2,6.59,10.26,17.22,False,False,False
AAPL,RSI 70 돌파(과매수),2024-06-07,71.1,7.92,5.71,15.58,False,False,False
AAPL,RSI 70 돌파(과매수),2024-06-11,75.3,3.45,2.94,13.15,False,False,False
AAPL,RSI 70 돌파(과매수),2024-07-02,70.4,5.77,3.91,-0.19,False,False,True
AAPL,RSI 70 돌파(과매수),2024-07-12,70.8,-2.7,-5.46,-3.91,True,True,True
AAPL,RSI 70 돌파(과매수),2024-12-03,73.0,2.11,4.46,0.97,False,False,False
AAPL,RSI 70 돌파(과매수),2024-12-20,72.3,-0.9,-4.83,-9.68,True,True,True
AAPL,RSI 70 돌파(과매수),2025-08-08,73.7,1.09,-0.58,-1.0,False,True,True
AAPL,RSI 70 돌파(과매수),2025-09-03,70.1,-4.9,0.22,8.2,True,False,False
AAPL,RSI 70 돌파(과매수),2025-09-22,75.0,-0.64,0.24,0.93,True,False,False
AAPL,RSI 70 돌파(과매수),2025-09-25,72.0,0.1,-1.1,4.65,False,True,False
AAPL,RSI 70 돌파(과매수),2025-10-02,70.3,-1.2,-3.76,4.64,True,True,False
AAPL,RSI 70 돌파(과매수),2025-10-30,71.1,-0.6,0.67,5.55,True,False,False
AAPL,RSI 70 돌파(과매수),2025-11-11,71.7,-2.84,0.62,1.1,True,False,False
AAPL,RSI 70 돌파(과매수),2025-12-01,72.6,-1.84,-3.18,-4.27,True,True,True
AAPL,RSI 70 돌파(과매수),2026-05-08,72.9,2.45,5.38,-0.5,False,False,True
AAPL,RSI 70 돌파(과매수),2026-06-02,73.7,-7.82,,,True,False,False
AAPL,RSI 80 돌파(극단 과매수),2024-12-17,80.9,1.86,-3.8,-11.7,False,True,True
AAPL,RSI 80 돌파(극단 과매수),2026-05-28,80.0,-0.41,-5.4,,True,True,False
AAPL,RSI 30 이탈(과매도),2022-09-30,28.5,1.37,0.13,9.01,True,True,True
AAPL,RSI 30 이탈(과매도),2022-12-28,29.7,-0.81,5.85,14.48,False,True,True
AAPL,RSI 30 이탈(과매도),2023-08-07,29.6,0.48,-1.55,-0.59,True,False,False
AAPL,RSI 30 이탈(과매도),2023-08-10,29.8,-2.1,-0.76,-0.8,False,False,False
AAPL,RSI 30 이탈(과매도),2023-08-17,27.5,1.37,7.97,2.91,True,True,True
AAPL,RSI 30 이탈(과매도),2024-01-04,29.8,2.02,5.3,4.06,True,True,True
AAPL,RSI 30 이탈(과매도),2024-03-04,28.8,-1.34,-0.79,-3.59,False,False,False
AAPL,RSI 30 이탈(과매도),2025-01-21,29.7,7.02,4.56,10.41,True,True,True
AAPL,RSI 30 이탈(과매도),2025-03-13,25.9,2.11,6.76,-3.41,True,True,False
AAPL,RSI 30 이탈(과매도),2025-04-04,25.2,5.19,2.54,4.18,True,True,True
AAPL,RSI 30 이탈(과매도),2026-01-06,29.9,-0.5,-5.61,6.01,False,False,True
AAPL,RSI 30 이탈(과매도),2026-01-15,28.4,-3.94,0.49,2.47,False,True,True
ADBE,RSI 70 돌파(과매수),2021-07-20,70.7,1.57,2.06,4.75,False,False,False
ADBE,RSI 70 돌파(과매수),2021-07-28,70.2,0.77,0.82,6.06,False,False,False
ADBE,RSI 70 돌파(과매수),2021-08-04,71.1,0.06,0.17,6.54,False,False,False
ADBE,RSI 70 돌파(과매수),2021-08-13,70.3,1.57,3.33,3.73,False,False,False
ADBE,RSI 70 돌파(과매수),2021-08-23,73.8,1.39,0.69,-3.96,False,False,True
ADBE,RSI 70 돌파(과매수),2021-08-27,71.2,1.23,-2.03,-12.27,False,True,True
ADBE,RSI 70 돌파(과매수),2021-11-04,70.8,-4.59,-0.46,-3.58,True,True,True
ADBE,RSI 70 돌파(과매수),2023-02-01,70.3,-1.45,-2.08,-9.61,True,True,True
ADBE,RSI 70 돌파(과매수),2023-05-26,73.4,4.52,14.26,16.46,False,False,False
ADBE,RSI 70 돌파(과매수),2023-06-08,71.2,11.82,10.41,15.56,False,False,False
ADBE,RSI 70 돌파(과매수),2023-06-27,71.5,-0.41,3.7,8.09,True,False,False
ADBE,RSI 70 돌파(과매수),2023-07-11,71.4,5.45,4.08,2.2,False,False,False
ADBE,RSI 70 돌파(과매수),2023-07-31,72.2,-3.01,-4.38,-0.15,True,True,True
ADBE,RSI 70 돌파(과매수),2023-11-22,70.9,-1.41,-1.77,-3.46,True,True,True
ADBE,RSI 70 돌파(과매수),2024-06-14,71.5,-0.22,6.61,6.0,True,False,False
ADBE,RSI 70 돌파(과매수),2024-06-21,71.7,4.14,7.87,-0.45,False,False,True
ADBE,RSI 70 돌파(과매수),2024-06-27,72.5,5.78,2.25,-1.47,False,False,True
ADBE,RSI 70 돌파(과매수),2024-12-06,70.2,-15.78,-19.13,-26.59,True,True,True
ADBE,RSI 70 돌파(과매수),2025-05-15,70.1,2.38,2.57,-5.44,False,False,True
ADBE,RSI 80 돌파(극단 과매수),2021-07-07,81.5,0.51,1.07,4.23,False,False,False
ADBE,RSI 80 돌파(극단 과매수),2023-06-15,81.4,-1.26,-0.39,7.39,True,True,False
ADBE,RSI 30 이탈(과매도),2021-09-28,24.6,-2.09,0.33,10.45,False,True,True
ADBE,RSI 30 이탈(과매도),2022-01-05,27.8,3.49,-0.7,-1.42,True,False,False
ADBE,RSI 30 이탈(과매도),2022-02-18,28.1,5.68,-1.04,-4.44,True,False,False
ADBE,RSI 30 이탈(과매도),2022-09-02,29.4,7.67,-19.58,-19.22,True,False,False
ADBE,RSI 30 이탈(과매도),2022-09-15,23.3,-7.14,-9.99,-5.06,False,False,False
ADBE,RSI 30 이탈(과매도),2023-02-24,29.8,7.33,2.73,16.49,True,True,True
ADBE,RSI 30 이탈(과매도),2023-05-04,30.0,1.71,7.33,28.9,True,True,True
ADBE,RSI 30 이탈(과매도),2024-02-20,29.6,1.95,0.54,-5.66,True,True,False
ADBE,RSI 30 이탈(과매도),2024-03-15,29.8,1.43,1.96,-3.66,True,True,False
ADBE,RSI 30 이탈(과매도),2024-04-15,29.3,-0.68,0.63,3.24,False,True,True
ADBE,RSI 30 이탈(과매도),2024-04-19,29.6,2.7,4.55,3.62,True,True,True
ADBE,RSI 30 이탈(과매도),2024-05-30,28.0,2.75,2.89,27.33,True,True,True
ADBE,RSI 30 이탈(과매도),2024-12-18,27.7,2.01,-2.43,-0.91,True,False,False
ADBE,RSI 30 이탈(과매도),2025-01-03,27.6,-5.13,1.34,1.12,False,True,True
ADBE,RSI 30 이탈(과매도),2025-03-13,23.0,3.12,4.85,-7.13,True,True,False
ADBE,RSI 30 이탈(과매도),2025-04-03,29.7,-4.68,-5.02,4.28,False,False,True
ADBE,RSI 30 이탈(과매도),2025-08-01,27.4,-1.94,2.03,0.2,False,True,True
ADBE,RSI 30 이탈(과매도),2025-08-07,28.4,3.05,4.48,4.67,True,True,True
ADBE,RSI 30 이탈(과매도),2025-08-11,28.0,7.07,8.86,5.07,True,True,True
ADBE,RSI 30 이탈(과매도),2025-11-20,29.4,2.47,10.84,12.81,True,True,True
ADBE,RSI 30 이탈(과매도),2026-01-13,27.6,-5.07,-3.34,-14.83,False,False,False
ADBE,RSI 30 이탈(과매도),2026-02-03,23.4,-2.67,-3.22,4.3,False,False,True
ADBE,RSI 30 이탈(과매도),2026-02-05,27.1,-2.56,-4.0,2.13,False,False,True
ADBE,RSI 30 이탈(과매도),2026-02-19,29.4,-0.07,8.69,-4.46,False,True,False
ADBE,RSI 30 이탈(과매도),2026-04-10,29.2,8.48,8.92,6.87,True,True,True
ADBE,RSI 30 이탈(과매도),2026-06-12,29.4,,,,False,False,False
AMD,RSI 70 돌파(과매수),2021-07-28,72.2,21.28,9.96,13.75,False,False,False
AMD,RSI 70 돌파(과매수),2021-10-21,73.4,1.53,15.23,27.81,False,False,False
AMD,RSI 70 돌파(과매수),2021-11-01,74.5,19.91,16.98,20.32,False,False,False
AMD,RSI 70 돌파(과매수),2021-11-11,72.0,6.17,6.03,-7.13,False,False,True
AMD,RSI 70 돌파(과매수),2021-11-24,71.4,-4.51,-12.48,-2.95,True,True,True
AMD,RSI 70 돌파(과매수),2021-11-29,71.5,-14.11,-17.36,-10.35,True,True,True
AMD,RSI 70 돌파(과매수),2022-08-04,71.6,-5.57,-3.34,-24.24,True,True,True
AMD,RSI 70 돌파(과매수),2023-02-01,71.7,0.06,0.64,-4.11,False,False,True
AMD,RSI 70 돌파(과매수),2023-03-16,74.1,3.81,1.33,-7.06,False,False,True
AMD,RSI 70 돌파(과매수),2023-05-18,72.5,11.51,9.2,3.87,False,False,False
AMD,RSI 70 돌파(과매수),2023-05-23,70.1,9.33,8.98,-0.56,False,False,True
AMD,RSI 70 돌파(과매수),2023-06-06,70.5,0.24,-9.76,-8.57,False,True,True
AMD,RSI 70 돌파(과매수),2023-11-10,70.7,1.71,3.42,16.53,False,False,False
AMD,RSI 70 돌파(과매수),2023-12-11,73.3,3.34,6.7,9.04,False,False,False
AMD,RSI 70 돌파(과매수),2023-12-26,72.8,-5.64,3.58,24.0,True,False,False
AMD,RSI 70 돌파(과매수),2024-01-16,72.2,6.1,8.39,11.35,False,False,False
AMD,RSI 70 돌파(과매수),2024-03-01,71.1,2.34,-5.71,-10.79,False,True,True
AMD,RSI 70 돌파(과매수),2024-07-10,70.1,-13.33,-21.38,-27.01,True,True,True
AMD,RSI 70 돌파(과매수),2025-05-14,72.7,-4.81,-3.98,7.36,True,True,False
AMD,RSI 70 돌파(과매수),2025-06-24,75.4,-1.68,-0.01,20.26,True,True,False
AMD,RSI 70 돌파(과매수),2025-07-11,70.5,7.22,13.69,19.49,False,False,False
AMD,RSI 70 돌파(과매수),2025-07-23,71.5,13.15,2.82,5.74,False,False,False
AMD,RSI 70 돌파(과매수),2025-08-04,72.5,-2.55,-0.36,-8.48,True,True,True
AMD,RSI 70 돌파(과매수),2025-10-06,79.0,6.24,18.09,25.83,False,False,False
AMD,RSI 70 돌파(과매수),2025-10-15,75.6,-3.51,10.78,3.44,True,False,False
AMD,RSI 70 돌파(과매수),2025-10-24,73.1,1.27,-7.66,-18.5,False,True,True
AMD,RSI 70 돌파(과매수),2026-01-21,71.7,1.18,-19.86,-21.3,False,True,True
AMD,RSI 70 돌파(과매수),2026-04-10,70.1,13.61,41.94,82.95,False,False,False
AMD,RSI 70 돌파(과매수),2026-05-05,72.5,26.19,16.55,31.28,False,False,False
AMD,RSI 70 돌파(과매수),2026-05-22,72.6,9.12,4.88,,False,False,False
AMD,RSI 80 돌파(극단 과매수),2021-07-30,80.6,3.69,4.11,4.27,False,False,False
AMD,RSI 80 돌파(극단 과매수),2021-11-04,84.0,6.19,12.74,5.35,False,False,False
AMD,RSI 80 돌파(극단 과매수),2023-05-26,82.9,-7.16,1.7,-12.43,True,False,True
AMD,RSI 80 돌파(극단 과매수),2024-01-19,80.3,1.73,1.97,-5.71,False,False,True
AMD,RSI 80 돌파(극단 과매수),2025-07-28,80.4,1.8,-0.79,-3.76,False,True,True
AMD,RSI 80 돌파(극단 과매수),2025-10-07,81.2,3.11,12.54,12.38,False,False,False
AMD,RSI 80 돌파(극단 과매수),2026-04-16,80.2,9.73,27.4,51.29,False,False,False
AMD,RSI 80 돌파(극단 과매수),2026-04-22,83.3,11.09,38.86,54.06,False,False,False
AMD,RSI 80 돌파(극단 과매수),2026-05-06,81.2,5.72,6.22,16.36,False,False,False
AMD,RSI 80 돌파(극단 과매수),2026-05-08,80.8,-6.83,2.71,-0.61,True,False,True
AMD,RSI 30 이탈(과매도),2022-01-25,28.6,5.08,15.39,8.94,True,True,True
AMD,RSI 30 이탈(과매도),2022-09-22,26.7,-7.71,-2.37,-15.54,False,False,False
AMD,RSI 30 이탈(과매도),2022-10-07,25.5,-4.28,0.65,9.26,False,True,True
AMD,RSI 30 이탈(과매도),2024-04-19,28.9,7.34,2.7,12.29,True,True,True
AMD,RSI 30 이탈(과매도),2024-07-25,29.9,-4.18,-1.45,8.44,False,False,True
AMD,RSI 30 이탈(과매도),2024-12-18,28.6,3.01,3.26,1.34,True,True,True
AMD,RSI 30 이탈(과매도),2025-02-27,28.6,-0.66,-1.41,3.25,False,False,True
AMD,RSI 30 이탈(과매도),2025-04-04,27.6,8.91,-0.23,17.02,True,False,True
AMZN,RSI 70 돌파(과매수),2021-07-06,78.4,0.04,-2.79,-8.15,False,True,True
AMZN,RSI 70 돌파(과매수),2022-08-03,70.4,2.27,1.85,-8.61,False,False,True
AMZN,RSI 70 돌파(과매수),2023-02-02,76.7,-12.99,-13.07,-17.15,True,True,True
AMZN,RSI 70 돌파(과매수),2023-05-18,72.0,-2.67,5.16,5.65,True,False,False
AMZN,RSI 70 돌파(과매수),2023-05-30,70.4,4.07,4.11,7.15,False,False,False
AMZN,RSI 70 돌파(과매수),2023-06-01,70.2,1.21,3.54,6.2,False,False,False
AMZN,RSI 70 돌파(과매수),2024-01-29,70.4,5.61,6.87,9.61,False,False,False
AMZN,RSI 70 돌파(과매수),2024-02-02,73.8,1.54,-1.34,0.99,False,True,False
AMZN,RSI 70 돌파(과매수),2024-02-09,72.4,-2.83,0.16,1.21,True,False,False
AMZN,RSI 70 돌파(과매수),2024-04-11,72.1,-5.2,-8.14,-1.31,True,True,True
AMZN,RSI 70 돌파(과매수),2024-06-27,70.2,1.09,-1.7,-8.16,False,True,True
AMZN,RSI 70 돌파(과매수),2024-11-07,71.9,0.68,-5.56,7.14,False,True,False
AMZN,RSI 70 돌파(과매수),2024-11-13,72.1,-5.24,-3.9,8.79,True,True,False
AMZN,RSI 70 돌파(과매수),2024-12-06,73.3,0.19,-0.93,-3.56,False,True,True
AMZN,RSI 70 돌파(과매수),2024-12-16,72.6,-3.38,-5.81,-0.95,True,True,True
AMZN,RSI 70 돌파(과매수),2025-11-03,71.8,-2.2,-8.32,-9.8,True,True,True
AMZN,RSI 70 돌파(과매수),2026-04-10,71.5,5.11,10.74,11.51,False,False,False
AMZN,RSI 80 돌파(극단 과매수),2021-07-08,81.1,-2.69,-2.5,-10.44,True,True,True
AMZN,RSI 80 돌파(극단 과매수),2026-04-24,80.4,1.62,3.29,2.98,False,False,False
AMZN,RSI 80 돌파(극단 과매수),2026-05-05,80.5,-2.83,-5.19,-10.06,True,True,True
AMZN,RSI 30 이탈(과매도),2021-08-17,29.0,1.97,7.06,6.8,True,True,True
AMZN,RSI 30 이탈(과매도),2021-10-04,28.8,1.77,8.06,6.09,True,True,True
AMZN,RSI 30 이탈(과매도),2022-01-20,27.6,-7.93,-8.45,-0.97,False,False,False
AMZN,RSI 30 이탈(과매도),2022-04-29,29.3,-7.65,-9.03,-2.09,False,False,False
AMZN,RSI 30 이탈(과매도),2022-05-05,26.7,-8.14,-7.81,5.66,False,False,True
AMZN,RSI 30 이탈(과매도),2022-11-01,28.2,-7.04,2.22,-2.75,False,True,False
AMZN,RSI 30 이탈(과매도),2024-08-05,26.2,3.59,10.68,10.48,True,True,True
AMZN,RSI 30 이탈(과매도),2025-02-27,29.8,-3.85,-7.11,-8.85,False,False,False
AMZN,RSI 30 이탈(과매도),2025-03-04,29.3,-3.54,-5.39,-12.46,False,False,False
AMZN,RSI 30 이탈(과매도),2025-03-07,29.8,-0.65,-1.53,-14.35,False,False,False
AMZN,RSI 30 이탈(과매도),2025-04-04,27.2,8.11,-2.15,10.36,True,False,True
AMZN,RSI 30 이탈(과매도),2025-04-08,29.7,5.23,5.82,13.13,True,True,True
AMZN,RSI 30 이탈(과매도),2026-02-06,28.6,-5.48,-2.4,1.11,False,False,True
AVGO,RSI 70 돌파(과매수),2021-09-15,70.3,-1.08,-3.27,-0.55,True,True,True
AVGO,RSI 70 돌파(과매수),2021-10-25,70.1,1.15,7.06,7.02,False,False,False
AVGO,RSI 70 돌파(과매수),2021-11-03,71.3,1.18,5.03,4.17,False,False,False
AVGO,RSI 70 돌파(과매수),2021-11-12,72.6,0.98,0.2,13.61,False,False,False
AVGO,RSI 70 돌파(과매수),2021-12-10,76.5,0.52,7.43,-0.9,False,False,True
AVGO,RSI 70 돌파(과매수),2021-12-15,72.9,3.05,4.61,-9.12,False,False,True
AVGO,RSI 70 돌파(과매수),2021-12-21,70.4,4.08,-0.5,-16.2,False,True,True
AVGO,RSI 70 돌파(과매수),2022-01-04,70.3,-7.28,-15.94,-12.04,True,True,True
AVGO,RSI 70 돌파(과매수),2022-12-14,70.0,-1.48,-2.08,0.81,True,True,False
AVGO,RSI 70 돌파(과매수),2023-05-18,71.6,7.51,19.78,25.71,False,False,False
AVGO,RSI 70 돌파(과매수),2023-05-25,78.4,11.42,10.4,16.97,False,False,False
AVGO,RSI 70 돌파(과매수),2023-07-03,70.0,0.64,3.08,0.97,False,False,False
AVGO,RSI 70 돌파(과매수),2023-07-17,71.7,-0.96,-1.29,-8.5,True,True,True
AVGO,RSI 70 돌파(과매수),2023-11-10,71.9,2.11,-0.76,13.8,False,True,False
AVGO,RSI 70 돌파(과매수),2023-11-14,72.0,0.85,-3.3,16.11,False,True,False
AVGO,RSI 70 돌파(과매수),2023-11-20,72.3,-4.96,-8.29,13.74,True,True,False
AVGO,RSI 70 돌파(과매수),2023-12-11,70.0,11.44,10.48,8.12,False,False,False
AVGO,RSI 70 돌파(과매수),2024-01-19,75.5,-0.52,1.08,1.34,True,False,False
AVGO,RSI 70 돌파(과매수),2024-03-01,74.1,-6.46,-11.7,-2.16,True,True,True
AVGO,RSI 70 돌파(과매수),2024-06-13,79.8,-1.21,-4.07,-6.8,True,True,True
AVGO,RSI 70 돌파(과매수),2024-12-13,79.3,-1.78,5.08,5.91,True,False,False
AVGO,RSI 70 돌파(과매수),2024-12-26,71.3,-5.22,-8.18,-12.1,True,True,True
AVGO,RSI 70 돌파(과매수),2025-05-12,71.8,4.08,6.35,15.57,False,False,False
AVGO,RSI 70 돌파(과매수),2025-05-27,72.0,9.0,3.81,14.57,False,False,False
AVGO,RSI 70 돌파(과매수),2025-06-26,72.7,1.85,1.56,10.09,False,False,False
AVGO,RSI 70 돌파(과매수),2025-07-17,71.2,0.79,2.53,6.74,False,False,False
AVGO,RSI 70 돌파(과매수),2025-07-29,70.3,-1.51,5.18,3.78,True,False,False
AVGO,RSI 70 돌파(과매수),2025-09-05,72.0,7.46,3.0,0.63,False,False,False
AVGO,RSI 70 돌파(과매수),2025-09-10,76.9,-6.33,-8.03,-12.01,True,True,True
AVGO,RSI 70 돌파(과매수),2025-10-29,70.1,-7.0,-7.97,0.03,True,True,False
AVGO,RSI 70 돌파(과매수),2026-04-10,71.0,9.42,13.78,12.85,False,False,False
AVGO,RSI 70 돌파(과매수),2026-06-02,74.8,-18.57,,,True,False,False
AVGO,RSI 80 돌파(극단 과매수),2023-05-26,86.6,-1.28,5.25,6.7,True,False,False
AVGO,RSI 80 돌파(극단 과매수),2023-06-14,80.9,-4.43,-2.15,2.49,True,True,False
AVGO,RSI 80 돌파(극단 과매수),2023-12-18,80.8,-0.86,-7.28,6.9,True,True,False
AVGO,RSI 80 돌파(극단 과매수),2024-06-14,82.0,-7.94,-5.13,-7.19,True,True,True
AVGO,RSI 80 돌파(극단 과매수),2024-12-16,84.1,-6.81,-7.02,-3.62,True,True,True
AVGO,RSI 80 돌파(극단 과매수),2025-06-03,81.4,-4.76,-2.91,7.0,True,True,False
AVGO,RSI 30 이탈(과매도),2022-01-20,26.7,-0.99,6.05,5.43,False,True,True
AVGO,RSI 30 이탈(과매도),2022-09-29,29.3,6.52,-2.7,4.44,True,False,True
AVGO,RSI 30 이탈(과매도),2025-04-03,28.0,11.88,11.03,29.92,True,True,True
BRK-B,RSI 70 돌파(과매수),2021-12-16,70.6,-1.89,-0.39,4.86,True,True,False
BRK-B,RSI 70 돌파(과매수),2022-01-04,72.4,3.65,2.02,2.09,False,False,False
BRK-B,RSI 70 돌파(과매수),2022-03-17,73.3,2.15,2.3,1.02,False,False,False
BRK-B,RSI 70 돌파(과매수),2022-03-21,73.7,2.83,-1.21,-1.73,False,True,True
BRK-B,RSI 70 돌파(과매수),2022-11-23,70.0,-0.11,-3.22,-3.36,True,True,True
BRK-B,RSI 70 돌파(과매수),2023-04-17,72.4,0.7,1.97,1.11,False,False,False
BRK-B,RSI 70 돌파(과매수),2023-04-20,70.2,0.74,-1.18,1.64,False,True,False
BRK-B,RSI 70 돌파(과매수),2023-05-01,70.2,-1.22,-2.01,-2.14,True,True,True
BRK-B,RSI 70 돌파(과매수),2023-07-12,70.8,-0.85,1.29,3.76,True,False,False
BRK-B,RSI 70 돌파(과매수),2023-08-07,72.7,-1.13,-2.89,-0.22,True,True,True
BRK-B,RSI 70 돌파(과매수),2023-09-12,71.5,0.73,-2.27,-6.01,False,True,True
BRK-B,RSI 70 돌파(과매수),2023-09-18,71.8,-2.35,-6.03,-7.97,True,True,True
BRK-B,RSI 70 돌파(과매수),2024-01-25,73.1,1.47,4.37,7.37,False,False,False
BRK-B,RSI 70 돌파(과매수),2024-02-01,70.5,2.86,4.4,3.7,False,False,False
BRK-B,RSI 70 돌파(과매수),2024-02-28,70.7,-1.98,-0.97,1.96,True,True,False
BRK-B,RSI 70 돌파(과매수),2024-07-15,76.5,0.36,0.9,0.93,False,False,False
BRK-B,RSI 70 돌파(과매수),2024-08-27,73.4,3.89,-1.63,-0.69,False,True,True
BRK-B,RSI 70 돌파(과매수),2025-02-24,71.1,2.34,-0.26,6.98,False,True,False
BRK-B,RSI 70 돌파(과매수),2025-02-28,74.4,-3.54,0.15,3.73,True,False,False
BRK-B,RSI 70 돌파(과매수),2025-03-17,72.0,0.54,1.83,-1.25,False,False,True
BRK-B,RSI 70 돌파(과매수),2025-03-25,70.2,0.78,-6.85,0.4,False,True,False
BRK-B,RSI 70 돌파(과매수),2025-08-29,70.9,-1.83,-2.27,-0.95,True,True,True
BRK-B,RSI 70 돌파(과매수),2025-09-04,72.1,-1.97,-3.24,-1.36,True,True,True
BRK-B,RSI 80 돌파(극단 과매수),2022-01-14,81.3,-6.29,-3.43,-2.62,True,True,True
BRK-B,RSI 80 돌파(극단 과매수),2024-02-21,80.2,0.71,-1.29,0.57,False,True,False
BRK-B,RSI 80 돌파(극단 과매수),2024-07-17,81.7,-2.87,-1.6,-0.25,True,True,True
BRK-B,RSI 80 돌파(극단 과매수),2024-08-30,80.6,-3.43,-5.07,-4.04,True,True,True
BRK-B,RSI 30 이탈(과매도),2022-05-02,28.6,-1.64,-2.8,-1.02,False,False,False
BRK-B,RSI 30 이탈(과매도),2022-05-12,27.9,-1.27,1.44,-9.87,False,True,False
BRK-B,RSI 30 이탈(과매도),2022-06-10,29.5,-8.1,-4.56,-5.93,False,False,False
BRK-B,RSI 30 이탈(과매도),2023-10-03,25.8,1.61,0.69,1.74,True,True,True
BRK-B,RSI 30 이탈(과매도),2023-10-19,28.1,-0.74,3.06,6.69,False,True,True
BRK-B,RSI 30 이탈(과매도),2023-10-26,29.7,3.83,3.58,7.11,True,True,True
BRK-B,RSI 30 이탈(과매도),2024-12-18,29.0,2.8,1.56,2.96,True,True,True
BRK-B,RSI 30 이탈(과매도),2025-08-04,29.0,1.22,4.23,10.41,True,True,True
BRK-B,RSI 30 이탈(과매도),2026-01-23,29.4,0.33,6.08,3.14,True,True,True
BRK-B,RSI 30 이탈(과매도),2026-01-28,29.4,6.41,5.6,1.41,True,True,True
BRK-B,RSI 30 이탈(과매도),2026-03-27,29.3,1.68,2.5,1.47,True,True,True
COST,RSI 70 돌파(과매수),2021-07-02,70.3,2.24,3.81,9.25,False,False,False
COST,RSI 70 돌파(과매수),2021-07-14,72.0,1.23,2.99,9.44,False,False,False
COST,RSI 70 돌파(과매수),2021-09-02,72.0,0.91,-0.32,-3.2,False,True,True
COST,RSI 70 돌파(과매수),2021-09-08,72.3,-1.07,-2.87,-2.97,True,True,True
COST,RSI 70 돌파(과매수),2021-10-22,71.6,2.15,6.63,13.31,False,False,False
COST,RSI 70 돌파(과매수),2021-10-27,71.5,2.87,3.52,13.63,False,False,False
COST,RSI 70 돌파(과매수),2021-11-09,70.7,3.54,7.18,9.85,False,False,False
COST,RSI 70 돌파(과매수),2021-11-11,70.5,3.36,6.63,6.47,False,False,False
COST,RSI 70 돌파(과매수),2022-03-18,70.4,-1.0,2.53,7.51,True,False,False
COST,RSI 70 돌파(과매수),2022-03-30,71.4,1.44,2.54,-8.09,False,False,True
COST,RSI 70 돌파(과매수),2023-02-01,70.2,-2.55,-1.11,-6.56,True,True,True
COST,RSI 70 돌파(과매수),2023-06-30,70.2,-2.11,2.71,2.59,True,False,False
COST,RSI 70 돌파(과매수),2023-07-17,71.1,1.98,1.39,1.1,False,False,False
COST,RSI 70 돌파(과매수),2023-11-15,72.0,-1.29,-0.68,14.15,True,True,False
COST,RSI 70 돌파(과매수),2023-12-07,71.1,3.25,8.87,12.62,False,False,False
COST,RSI 70 돌파(과매수),2023-12-21,70.3,1.49,1.74,4.54,False,False,False
COST,RSI 70 돌파(과매수),2024-01-10,70.0,2.16,1.06,7.54,False,False,False
COST,RSI 70 돌파(과매수),2024-01-30,71.5,1.58,2.08,7.11,False,False,False
COST,RSI 70 돌파(과매수),2024-02-01,70.5,2.79,2.84,7.87,False,False,False
COST,RSI 70 돌파(과매수),2024-02-14,70.1,1.69,3.01,1.3,False,False,False
COST,RSI 70 돌파(과매수),2024-02-22,73.5,1.29,6.97,-0.47,False,False,True
COST,RSI 70 돌파(과매수),2024-05-07,74.6,0.85,3.84,9.63,False,False,False
COST,RSI 70 돌파(과매수),2024-05-09,73.1,1.8,2.22,9.02,False,False,False
